sequence_length,gc_content_pct,at_content_pct,a_count,t_count,g_count,c_count,gc_at_ratio,top_kmer_freq,unique_kmers_count,is_anomaly,risk_level,mutation_type
1059,54.28,45.72,242,243,287,287,1.1835,17,59,0,Low,Wildtype
1115,52.03,47.97,281,254,290,290,1.0841,31,62,1,Medium,Insertion
969,58.98,41.02,198,195,317,259,1.4656,41,44,1,Critical,Frameshift Mutation
941,54.32,45.68,214,217,255,255,1.1833,15,62,0,Low,Wildtype
1028,63.05,36.95,189,188,332,319,1.7268,25,59,1,Medium,Single Nucleotide Polymorphism
1014,58.54,41.46,210,206,329,269,1.4375,40,48,1,Critical,Frameshift Mutation
1029,51.84,48.16,247,250,266,266,1.0704,14,63,0,Low,Wildtype
1071,42.16,57.84,326,294,225,226,0.7274,23,64,1,Medium,Insertion
1004,52.86,47.14,236,238,265,265,1.1181,15,59,0,Low,Wildtype
986,65.11,34.89,172,167,356,291,1.9086,39,43,1,Critical,Frameshift Mutation
1003,56.22,43.78,219,215,313,256,1.3111,52,33,1,Critical,Frameshift Mutation
1045,57.97,42.03,219,215,336,275,1.4078,39,43,1,Critical,Frameshift Mutation
1003,62.18,37.82,189,199,316,299,1.5851,22,54,1,Medium,Single Nucleotide Polymorphism
921,44.69,55.31,254,257,205,205,0.8023,19,49,1,High,Deletion
873,41.86,58.14,253,256,182,182,0.7151,24,52,1,High,Deletion
1019,52.52,47.48,241,244,267,267,1.101,21,56,0,Low,Wildtype
909,47.51,52.49,238,241,215,215,0.8977,17,45,1,High,Deletion
965,53.6,46.4,223,226,258,258,1.1492,22,61,0,Low,Wildtype
992,57.03,42.97,213,212,290,277,1.3341,31,56,1,Medium,Single Nucleotide Polymorphism
976,55.23,44.77,218,220,269,269,1.2283,18,59,0,Low,Wildtype
1022,49.32,50.68,258,260,252,252,0.973,21,59,0,Low,Wildtype
1018,48.9,51.1,260,262,248,248,0.9502,16,60,0,Low,Wildtype
1093,50.72,49.28,283,256,277,277,1.0278,34,60,1,Medium,Insertion
1002,54.1,45.9,229,231,271,271,1.1783,17,61,0,Low,Wildtype
1050,47.89,52.11,287,260,251,252,0.9196,45,59,1,Medium,Insertion
971,47.37,52.63,255,258,229,229,0.8928,23,58,0,Low,Wildtype
940,50.78,49.22,231,233,238,238,1.0259,13,58,0,Low,Wildtype
1001,58.41,41.59,208,208,304,281,1.4062,25,58,1,Medium,Single Nucleotide Polymorphism
847,45.06,54.94,232,235,190,190,0.8137,27,58,1,High,Deletion
974,54.43,45.57,221,223,265,265,1.1937,16,63,0,Low,Wildtype
1138,47.07,52.93,317,286,267,268,0.8872,38,68,1,Medium,Insertion
922,45.81,54.19,249,251,211,211,0.844,21,49,1,High,Deletion
1108,43.32,56.68,330,299,240,239,0.7615,27,64,1,Medium,Insertion
1014,51.35,48.65,246,248,260,260,1.0526,22,58,0,Low,Wildtype
994,53.54,46.46,230,232,266,266,1.1515,18,57,0,Low,Wildtype
864,43.34,56.66,244,246,187,187,0.7633,25,48,1,High,Deletion
1045,51.91,48.09,251,252,271,271,1.0775,15,60,0,Low,Wildtype
830,44.66,55.34,229,231,185,185,0.8043,22,42,1,High,Deletion
971,57.43,42.57,206,213,288,264,1.3174,30,61,1,Medium,Single Nucleotide Polymorphism
1075,54.97,45.03,242,237,328,268,1.2443,45,46,1,Critical,Frameshift Mutation
842,47.83,52.17,219,221,201,201,0.9136,29,52,1,High,Deletion
989,62.71,37.29,184,180,344,281,1.717,32,45,1,Critical,Frameshift Mutation
972,59.02,40.98,199,199,294,280,1.4422,16,57,1,Medium,Single Nucleotide Polymorphism
938,50.59,49.41,231,233,237,237,1.0216,17,48,1,High,Deletion
996,51.14,48.86,243,245,261,247,1.041,25,61,1,Medium,Single Nucleotide Polymorphism
982,62.18,37.82,185,193,313,291,1.5979,26,55,1,Medium,Single Nucleotide Polymorphism
1030,40.45,59.55,322,292,208,208,0.6775,26,65,1,Medium,Insertion
926,45.18,54.82,253,255,209,209,0.8228,25,48,1,High,Deletion
1022,62.97,37.03,189,184,357,292,1.7399,38,45,1,Critical,Frameshift Mutation
856,47.03,52.97,226,228,201,201,0.8855,23,51,1,High,Deletion
914,54.7,45.3,207,210,256,241,1.1918,27,62,1,Medium,Single Nucleotide Polymorphism
983,53.73,46.27,227,226,276,254,1.17,29,54,1,Medium,Single Nucleotide Polymorphism
1171,50.1,49.9,307,278,293,293,1.0017,32,62,1,Medium,Insertion
1018,51.37,48.63,247,249,261,261,1.0524,17,59,0,Low,Wildtype
982,51.85,48.15,236,238,254,254,1.0717,11,61,0,Low,Wildtype
1070,54.34,45.66,244,249,301,276,1.1704,34,60,1,Medium,Single Nucleotide Polymorphism
1082,48.89,51.11,276,278,264,264,0.9531,16,58,0,Low,Wildtype
1036,51.56,48.44,250,252,267,267,1.0637,18,61,0,Low,Wildtype
956,50.76,49.24,235,237,242,242,1.0254,20,58,0,Low,Wildtype
948,50.2,49.8,236,238,237,237,1.0,17,60,0,Low,Wildtype
997,50.77,49.23,245,246,253,253,1.0305,20,59,0,Low,Wildtype
1004,57.2,42.8,214,210,319,261,1.3679,46,43,1,Critical,Frameshift Mutation
1038,61.85,38.15,197,190,335,316,1.6822,33,58,1,Medium,Single Nucleotide Polymorphism
1002,57.87,42.13,211,216,298,277,1.3466,23,57,1,Medium,Single Nucleotide Polymorphism
982,47.16,52.84,273,247,231,231,0.8885,37,65,1,Medium,Insertion
973,49.1,50.9,247,250,238,238,0.9577,16,60,0,Low,Wildtype
1025,55.05,44.95,230,226,313,256,1.2478,45,47,1,Critical,Frameshift Mutation
897,39.38,60.62,271,274,176,176,0.6459,21,57,1,High,Deletion
953,57.67,42.33,201,204,274,274,1.3531,16,60,0,Low,Wildtype
982,54.15,45.85,225,226,279,252,1.1774,28,54,1,Medium,Single Nucleotide Polymorphism
919,49.13,50.87,233,236,225,225,0.9595,17,50,1,High,Deletion
952,47.47,52.53,250,246,251,205,0.9194,46,52,1,Critical,Frameshift Mutation
1006,54.41,45.59,229,240,278,259,1.145,29,57,1,Medium,Single Nucleotide Polymorphism
1136,55.28,44.72,267,241,313,315,1.2362,28,62,1,Medium,Insertion
978,52.95,47.05,230,232,258,258,1.1169,18,62,0,Low,Wildtype
1008,56.78,43.22,217,214,317,260,1.3387,40,46,1,Critical,Frameshift Mutation
971,52.52,47.48,230,233,254,254,1.0972,18,58,0,Low,Wildtype
1044,51.47,48.53,253,249,298,244,1.0797,45,55,1,Critical,Frameshift Mutation
1067,49.8,50.2,281,255,265,266,0.9907,29,65,1,Medium,Insertion
1062,41.3,58.7,328,296,219,219,0.7019,26,63,1,Medium,Insertion
1009,58.0,42.0,211,222,297,279,1.3303,28,56,1,Medium,Single Nucleotide Polymorphism
942,54.89,45.11,212,214,258,258,1.2113,14,58,0,Low,Wildtype
1010,49.61,50.39,254,256,250,250,0.9804,13,55,0,Low,Wildtype
1021,50.91,49.09,250,253,259,259,1.0298,26,58,0,Low,Wildtype
972,50.87,49.13,238,240,247,247,1.0335,18,59,0,Low,Wildtype
941,41.09,58.91,277,278,193,193,0.6955,20,40,1,High,Deletion
976,55.22,44.78,218,227,276,255,1.1933,32,61,1,Medium,Single Nucleotide Polymorphism
989,48.41,51.59,255,256,239,239,0.9354,16,58,0,Low,Wildtype
978,56.51,43.49,212,208,307,251,1.3286,43,52,1,Critical,Frameshift Mutation
945,46.82,53.18,251,252,221,221,0.8787,25,48,1,High,Deletion
1002,59.53,40.47,202,198,331,271,1.505,49,37,1,Critical,Frameshift Mutation
953,68.36,31.64,150,146,361,296,2.2196,47,50,1,Critical,Frameshift Mutation
1032,52.33,47.67,245,247,270,270,1.0976,19,60,0,Low,Wildtype
967,59.07,40.93,197,201,294,275,1.4296,34,60,1,Medium,Single Nucleotide Polymorphism
885,45.08,54.92,243,244,199,199,0.8172,20,48,1,High,Deletion
1139,36.4,63.6,381,344,207,207,0.571,37,62,1,Medium,Insertion
1012,53.59,46.41,234,236,271,271,1.1532,16,58,0,Low,Wildtype
868,39.72,60.28,261,263,172,172,0.6565,22,51,1,High,Deletion
1015,55.98,44.02,223,224,284,284,1.2707,18,57,0,Low,Wildtype
996,53.22,46.78,232,234,265,265,1.1373,20,56,0,Low,Wildtype
1007,53.31,46.69,235,242,276,254,1.1111,30,55,1,Medium,Single Nucleotide Polymorphism
995,54.39,45.61,226,230,283,256,1.182,34,59,1,Medium,Single Nucleotide Polymorphism
1036,51.26,48.74,252,255,270,259,1.0434,36,60,1,Medium,Single Nucleotide Polymorphism
989,51.59,48.41,239,240,255,255,1.0647,17,59,0,Low,Wildtype
903,45.0,55.0,248,249,203,203,0.8169,21,54,1,High,Deletion
949,49.01,50.99,241,244,232,232,0.9567,18,60,0,Low,Wildtype
978,53.62,46.38,226,228,262,262,1.1542,19,61,0,Low,Wildtype
847,47.41,52.59,222,225,200,200,0.8949,24,54,1,High,Deletion
1025,54.22,45.78,234,231,308,252,1.2043,64,49,1,Critical,Frameshift Mutation
870,48.18,51.82,225,227,209,209,0.9248,18,55,1,High,Deletion
915,38.8,61.2,279,282,177,177,0.631,26,41,1,High,Deletion
1126,45.45,54.55,323,292,255,256,0.8309,27,62,1,Medium,Insertion
999,58.28,41.72,208,206,299,286,1.413,24,62,1,Medium,Single Nucleotide Polymorphism
1059,52.79,47.21,249,252,279,279,1.1138,22,58,0,Low,Wildtype
976,56.12,43.88,214,219,283,260,1.254,29,60,1,Medium,Single Nucleotide Polymorphism
1028,52.33,47.67,245,247,274,262,1.0894,31,58,1,Medium,Single Nucleotide Polymorphism
1034,49.57,50.43,260,262,256,256,0.9808,19,57,0,Low,Wildtype
1068,45.48,54.52,306,277,242,243,0.8319,27,61,1,Medium,Insertion
942,54.35,45.65,214,220,261,247,1.1705,27,59,1,Medium,Single Nucleotide Polymorphism
1005,54.19,45.81,230,231,272,272,1.18,19,58,0,Low,Wildtype
1065,52.39,47.61,253,256,278,278,1.0923,17,61,0,Low,Wildtype
1156,49.6,50.4,306,277,286,287,0.9828,35,61,1,Medium,Insertion
1028,52.27,47.73,245,247,268,268,1.0894,14,58,0,Low,Wildtype
872,50.15,49.85,217,219,218,218,1.0,31,49,1,High,Deletion
1005,58.84,41.16,206,202,307,290,1.4632,31,60,1,Medium,Single Nucleotide Polymorphism
991,62.16,37.84,187,190,318,296,1.6286,33,59,1,Medium,Single Nucleotide Polymorphism
932,56.02,43.98,204,200,274,254,1.3069,33,61,1,Medium,Single Nucleotide Polymorphism
863,48.42,51.58,222,225,208,208,0.9306,21,46,1,High,Deletion
1022,52.04,47.96,245,247,265,265,1.0772,12,60,0,Low,Wildtype
1123,47.42,52.58,310,281,266,266,0.9002,46,64,1,Medium,Insertion
972,55.88,44.12,214,211,282,265,1.2871,24,61,1,Medium,Single Nucleotide Polymorphism
1026,51.01,48.99,251,253,261,261,1.0357,19,56,0,Low,Wildtype
866,46.81,53.19,230,232,202,202,0.8745,22,51,1,High,Deletion
856,46.18,53.82,230,232,197,197,0.8528,18,55,1,High,Deletion
1178,49.28,50.72,314,284,290,290,0.9699,31,59,1,Medium,Insertion
874,38.49,61.51,268,270,168,168,0.6245,23,53,1,High,Deletion
933,46.21,53.79,250,253,215,215,0.8549,26,50,1,High,Deletion
1126,45.5,54.5,322,292,256,256,0.8339,35,64,1,Medium,Insertion
844,45.35,54.65,230,232,191,191,0.8268,17,45,1,High,Deletion
1144,52.13,47.87,288,260,298,298,1.0876,38,60,1,Medium,Insertion
1110,45.07,54.93,320,290,250,250,0.8197,30,65,1,Medium,Insertion
1144,44.56,55.44,333,302,254,255,0.8016,41,62,1,Medium,Insertion
910,48.99,51.01,232,234,222,222,0.9528,20,53,1,High,Deletion
1013,49.53,50.47,255,258,250,250,0.9747,17,58,0,Low,Wildtype
962,50.09,49.91,240,242,240,240,0.9959,29,50,1,High,Deletion
877,49.0,51.0,223,226,214,214,0.9532,31,50,1,High,Deletion
975,49.71,50.29,245,246,242,242,0.9857,21,58,0,Low,Wildtype
886,48.82,51.18,226,228,216,216,0.9515,18,53,1,High,Deletion
958,53.79,46.21,221,223,257,257,1.1577,15,56,0,Low,Wildtype
1000,54.37,45.63,228,230,271,271,1.1834,15,63,0,Low,Wildtype
1167,48.63,51.37,315,285,283,284,0.945,30,64,1,Medium,Insertion
1025,50.72,49.28,252,255,259,259,1.0217,23,58,0,Low,Wildtype
890,38.88,61.12,271,273,173,173,0.636,26,51,1,High,Deletion
890,41.33,58.67,261,263,183,183,0.6985,28,42,1,High,Deletion
1044,59.64,40.36,210,211,317,306,1.4798,35,59,1,Medium,Single Nucleotide Polymorphism
1034,52.36,47.64,246,248,270,270,1.0931,11,57,0,Low,Wildtype
970,51.5,48.5,235,237,249,249,1.0551,24,60,0,Low,Wildtype
1107,52.95,47.05,274,247,293,293,1.1248,38,61,1,Medium,Insertion
1009,56.0,44.0,221,219,313,256,1.2932,51,46,1,Critical,Frameshift Mutation
1053,47.93,52.07,288,261,252,252,0.918,36,61,1,Medium,Insertion
1020,51.0,49.0,249,251,260,260,1.04,14,60,0,Low,Wildtype
1086,53.9,46.1,263,238,292,293,1.1677,27,65,1,Medium,Insertion
962,51.89,48.11,231,228,260,243,1.0959,37,63,1,Medium,Single Nucleotide Polymorphism
912,51.33,48.67,221,223,234,234,1.0541,18,42,1,High,Deletion
988,52.47,47.53,234,236,259,259,1.1021,26,61,0,Low,Wildtype
924,44.82,55.18,254,256,207,207,0.8118,17,46,1,High,Deletion
967,55.07,44.93,217,216,279,255,1.2333,28,56,1,Medium,Single Nucleotide Polymorphism
1027,59.79,40.21,206,201,341,279,1.5233,34,44,1,Critical,Frameshift Mutation
1005,53.93,46.07,231,234,270,270,1.1613,15,58,0,Low,Wildtype
1082,53.14,46.86,266,241,287,288,1.1341,37,65,1,Medium,Insertion
986,68.18,31.82,156,152,373,305,2.2013,40,46,1,Critical,Frameshift Mutation
993,50.12,49.88,247,250,248,248,0.998,21,61,0,Low,Wildtype
980,62.49,37.51,183,179,340,278,1.7072,39,50,1,Critical,Frameshift Mutation
1096,47.44,52.56,303,274,259,260,0.8995,25,65,1,Medium,Insertion
933,51.2,48.8,227,230,238,238,1.0416,20,60,0,Low,Wildtype
988,49.81,50.19,247,249,246,246,0.9919,19,58,0,Low,Wildtype
1085,48.56,51.44,293,265,263,264,0.9444,29,62,1,Medium,Insertion
1006,51.0,49.0,246,248,256,256,1.0364,19,60,0,Low,Wildtype
1014,60.38,39.62,200,198,318,298,1.5477,31,62,1,Medium,Single Nucleotide Polymorphism
993,51.31,48.69,241,244,254,254,1.0474,17,61,0,Low,Wildtype
1117,47.79,52.21,306,277,266,268,0.916,30,64,1,Medium,Insertion
1019,49.96,50.04,254,257,254,254,0.9941,17,57,0,Low,Wildtype
936,47.66,52.34,244,246,223,223,0.9102,28,44,1,High,Deletion
1010,56.0,44.0,222,217,314,257,1.3007,39,39,1,Critical,Frameshift Mutation
991,57.07,42.93,212,208,314,257,1.3595,39,39,1,Critical,Frameshift Mutation
1162,51.61,48.39,295,267,299,301,1.0676,31,63,1,Medium,Insertion
1003,53.56,46.44,232,235,268,268,1.1478,21,58,0,Low,Wildtype
